epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,279.92,2.75838,4.74508,2.19971,0.83276,0.04545,0.02349,0.00523,2.81739,7.50868,1.88609,0.000254505,0.000254505,0.000254505
31,290.33,2.58664,4.31284,2.14473,0.72995,0.05455,0.02844,0.00616,2.80623,7.53318,1.88016,0.000250971,0.000250971,0.000250971
32,299.463,2.45329,3.82875,2.18237,0.73328,0.03636,0.02555,0.00712,2.82076,7.24345,1.8829,0.000247437,0.000247437,0.000247437
33,308.98,2.57493,3.964,2.12664,0.8407,0.03636,0.03569,0.00799,2.92051,6.99096,1.92366,0.000243902,0.000243902,0.000243902
34,318.197,2.58872,3.87218,2.10172,0.84186,0.03636,0.03223,0.0076,2.89567,7.04931,1.92341,0.000240368,0.000240368,0.000240368
35,327.723,2.59191,3.81536,2.11824,0.82302,0.03636,0.02616,0.00689,2.90191,7.34783,1.91456,0.000236834,0.000236834,0.000236834
36,336.81,2.4936,3.85184,2.00508,0.65641,0.04747,0.02287,0.00679,2.82343,7.4157,1.89468,0.000233299,0.000233299,0.000233299
37,347.11,2.48737,4.0759,2.08374,0.55609,0.04747,0.02256,0.00831,2.75163,7.31374,1.85257,0.000229765,0.000229765,0.000229765
38,356.261,2.4559,3.64835,2.04654,0.44525,0.06566,0.02268,0.00776,2.7765,7.42494,1.85499,0.000226231,0.000226231,0.000226231
39,366.126,2.63352,4.1303,1.96006,0.52622,0.05455,0.03181,0.01128,2.74564,7.2363,1.82247,0.000222697,0.000222697,0.000222697
40,375.31,2.55656,3.9382,1.9581,0.41772,0.04545,0.0252,0.00959,2.67875,6.44974,1.7998,0.000219162,0.000219162,0.000219162
41,384.66,2.44077,3.57119,1.96157,0.41096,0.04478,0.02114,0.00788,2.64758,6.33361,1.79568,0.000215628,0.000215628,0.000215628
42,393.961,2.56909,3.76853,2.09448,0.01192,0.30267,0.01654,0.00602,2.7083,6.61524,1.80657,0.000212094,0.000212094,0.000212094
43,403.862,2.60742,4.2465,1.99777,0.0106,0.32575,0.01732,0.00649,2.69904,6.7023,1.79524,0.000208559,0.000208559,0.000208559
44,412.832,2.43175,3.69281,1.90012,0.00877,0.32306,0.02379,0.00931,2.68617,6.64732,1.78013,0.000205025,0.000205025,0.000205025
45,422.549,2.55135,3.45681,1.9374,0.4396,0.03636,0.0388,0.01473,2.59702,6.30485,1.75566,0.000201491,0.000201491,0.000201491
46,431.719,2.40788,3.82759,1.99397,0.41637,0.02727,0.02962,0.01187,2.65147,6.37732,1.76562,0.000197957,0.000197957,0.000197957
47,441.018,2.32459,3.6462,1.87401,0.41274,0.04545,0.02806,0.01133,2.63026,6.34685,1.758,0.000194422,0.000194422,0.000194422
48,450.152,2.46417,3.42786,1.98927,0.41134,0.05702,0.01883,0.008,2.55298,6.37327,1.73322,0.000190888,0.000190888,0.000190888
49,459.442,2.34754,3.39335,1.85845,0.42236,0.02929,0.02084,0.00851,2.49928,6.36665,1.71023,0.000187354,0.000187354,0.000187354
50,468.611,2.35438,3.61445,1.93941,0.44039,0.0404,0.02976,0.01033,2.51659,6.41683,1.70265,0.000183819,0.000183819,0.000183819
51,477.956,2.37508,3.53967,1.87871,0.44587,0.07677,0.03573,0.01229,2.5688,6.54876,1.71416,0.000180285,0.000180285,0.000180285
52,487.151,2.38931,3.60687,1.96482,0.44738,0.04949,0.04172,0.01452,2.50226,6.23148,1.69799,0.000176751,0.000176751,0.000176751
53,496.718,2.26609,3.25039,1.92676,0.4532,0.0404,0.03815,0.01354,2.46468,5.92165,1.68387,0.000173216,0.000173216,0.000173216
54,506.122,2.25212,3.23463,1.84692,0.31434,0.07566,0.03138,0.01327,2.4509,5.84586,1.67802,0.000169682,0.000169682,0.000169682
55,515.454,2.31802,3.28629,1.90483,0.3136,0.09586,0.02837,0.01295,2.45434,5.96836,1.67398,0.000166148,0.000166148,0.000166148
56,524.706,2.23775,3.25478,1.83399,0.43101,0.04949,0.04093,0.01674,2.46256,5.93209,1.67286,0.000162613,0.000162613,0.000162613
57,534.192,2.38743,3.63368,1.81279,0.42913,0.04949,0.0362,0.01349,2.46262,5.88835,1.67482,0.000159079,0.000159079,0.000159079
58,543.375,2.30819,3.27427,1.89229,0.34017,0.14682,0.03627,0.015,2.48192,5.94514,1.6695,0.000155545,0.000155545,0.000155545
59,552.689,2.23428,3.24874,1.85391,0.48378,0.05657,0.06196,0.02086,2.47832,6.03401,1.66143,0.000152011,0.000152011,0.000152011
60,561.831,2.27312,3.67388,1.83509,0.49409,0.05657,0.06527,0.02227,2.48751,5.95788,1.66627,0.000148476,0.000148476,0.000148476
61,571.418,2.22565,3.20403,1.85204,0.34802,0.11269,0.0729,0.02594,2.449,5.66521,1.65361,0.000144942,0.000144942,0.000144942
62,580.522,2.20958,3.07846,1.82257,0.34988,0.10816,0.07437,0.02626,2.38819,5.38437,1.6301,0.000141408,0.000141408,0.000141408
63,589.836,2.33187,3.23644,1.89415,0.33799,0.10264,0.07274,0.02458,2.38174,5.3191,1.62899,0.000137873,0.000137873,0.000137873
64,599.286,2.15195,3.20332,1.79746,0.29447,0.13137,0.07418,0.02806,2.39921,5.39697,1.63215,0.000134339,0.000134339,0.000134339
65,608.604,2.25885,2.85879,1.84416,0.30665,0.11173,0.08033,0.03134,2.37953,5.32303,1.62058,0.000130805,0.000130805,0.000130805
66,617.777,2.22283,3.0876,1.7606,0.32652,0.14911,0.08778,0.03408,2.38221,5.47083,1.62075,0.000127271,0.000127271,0.000127271
67,626.335,2.19844,3.36386,1.80201,0.30678,0.15007,0.08898,0.03591,2.38221,5.52426,1.61822,0.000123736,0.000123736,0.000123736
68,632.861,2.12946,3.24149,1.74526,0.29555,0.16618,0.09093,0.03673,2.34803,5.38846,1.60266,0.000120202,0.000120202,0.000120202
69,639.308,2.14372,2.98109,1.83776,0.28877,0.17118,0.0876,0.03602,2.33713,5.52436,1.59073,0.000116668,0.000116668,0.000116668
70,645.465,2.16116,3.24287,1.74976,0.29333,0.16618,0.09585,0.04306,2.34108,5.528,1.59316,0.000113133,0.000113133,0.000113133
71,651.65,2.18454,3.2557,1.66512,0.29057,0.17118,0.09717,0.0429,2.37543,5.48471,1.60914,0.000109599,0.000109599,0.000109599
72,657.83,2.23677,3.73697,1.81445,0.29164,0.17118,0.09008,0.03806,2.33249,5.48353,1.58488,0.000106065,0.000106065,0.000106065
73,663.982,2.16878,2.88558,1.72866,0.29573,0.14439,0.08772,0.03644,2.33566,5.40605,1.58595,0.00010253,0.00010253,0.00010253
74,670.109,2.16436,3.26349,1.81493,0.30658,0.1472,0.08823,0.03513,2.31265,5.23951,1.5785,9.89961e-05,9.89961e-05,9.89961e-05
75,676.26,2.2158,3.11133,1.79506,0.2979,0.17118,0.08197,0.03441,2.30681,5.30609,1.57721,9.54618e-05,9.54618e-05,9.54618e-05
76,682.332,2.14437,3.02777,1.848,0.29941,0.153,0.07995,0.03366,2.3502,5.3912,1.59302,9.19275e-05,9.19275e-05,9.19275e-05
77,688.481,2.28162,3.21868,1.78704,0.28394,0.1732,0.08143,0.03322,2.38678,5.28358,1.59953,8.83932e-05,8.83932e-05,8.83932e-05
78,694.631,2.21999,3.28881,1.77584,0.29578,0.1565,0.08291,0.0319,2.35422,5.37742,1.58388,8.48589e-05,8.48589e-05,8.48589e-05
79,700.826,2.2184,3.18574,1.71043,0.29638,0.15209,0.08164,0.03127,2.34098,5.33349,1.58118,8.13246e-05,8.13246e-05,8.13246e-05
80,706.95,2.02773,3.03868,1.60202,0.27557,0.1303,0.07942,0.03104,2.28147,5.2335,1.56651,7.77903e-05,7.77903e-05,7.77903e-05
81,713.069,2.24207,2.92253,1.88004,0.26613,0.1303,0.07364,0.02884,2.25792,5.20123,1.55523,7.4256e-05,7.4256e-05,7.4256e-05
82,719.241,2.22624,3.07179,1.74192,0.28737,0.12621,0.08218,0.03353,2.2201,5.1597,1.53822,7.07217e-05,7.07217e-05,7.07217e-05
83,725.371,2.10637,2.91953,1.75462,0.28737,0.12621,0.08112,0.03344,2.21379,5.15661,1.53508,6.71874e-05,6.71874e-05,6.71874e-05
84,731.47,2.07138,3.25695,1.56756,0.30719,0.13685,0.08365,0.03398,2.22714,5.21797,1.53913,6.36531e-05,6.36531e-05,6.36531e-05
85,737.589,2.08847,3.08835,1.68937,0.2953,0.1353,0.08019,0.03049,2.23266,5.21588,1.54299,6.01188e-05,6.01188e-05,6.01188e-05
86,743.705,2.09006,3.00083,1.66646,0.28576,0.14193,0.08325,0.03095,2.24735,5.22797,1.54928,5.65845e-05,5.65845e-05,5.65845e-05
87,749.985,2.20474,2.85531,1.66813,0.29949,0.14009,0.08247,0.03211,2.25812,5.20949,1.55734,5.30502e-05,5.30502e-05,5.30502e-05
88,756.366,2.08671,2.91026,1.75806,0.29272,0.1353,0.08155,0.0307,2.24445,5.21649,1.55215,4.95159e-05,4.95159e-05,4.95159e-05
89,762.885,2.19968,2.95326,1.76771,0.28108,0.1353,0.08324,0.03145,2.24744,5.24704,1.55087,4.59816e-05,4.59816e-05,4.59816e-05
90,769.462,2.15092,3.17102,1.73715,0.28725,0.1201,0.08556,0.03308,2.23912,5.22742,1.54328,4.24473e-05,4.24473e-05,4.24473e-05
91,775.751,2.0862,3.64442,1.70893,0.31838,0.09641,0.07664,0.03096,2.24677,5.38616,1.5441,3.8913e-05,3.8913e-05,3.8913e-05
92,782.004,2.10374,4.32762,1.76851,0.1496,0.15551,0.07401,0.03024,2.24569,5.48013,1.54179,3.53787e-05,3.53787e-05,3.53787e-05
93,788.268,2.04187,3.41208,1.7643,0.15137,0.16497,0.06417,0.02652,2.24034,5.50034,1.53871,3.18444e-05,3.18444e-05,3.18444e-05
94,794.539,2.02366,3.94544,1.67179,0.27309,0.09343,0.06517,0.0251,2.26935,5.32018,1.56413,2.83101e-05,2.83101e-05,2.83101e-05
95,800.768,2.05362,3.52706,1.88648,0.27509,0.086,0.065,0.02498,2.26291,5.3123,1.56033,2.47758e-05,2.47758e-05,2.47758e-05
96,806.986,2.04127,3.536,1.76828,0.26304,0.09343,0.06418,0.02461,2.26088,5.26159,1.55985,2.12415e-05,2.12415e-05,2.12415e-05
97,813.247,2.01794,3.75372,1.71283,0.26124,0.14439,0.06632,0.02581,2.26312,5.24507,1.56012,1.77072e-05,1.77072e-05,1.77072e-05
98,819.545,2.01448,3.53228,1.80785,0.2702,0.14791,0.07025,0.02853,2.22901,5.18447,1.54631,1.41729e-05,1.41729e-05,1.41729e-05
99,825.789,2.07224,3.60991,1.88462,0.2605,0.10106,0.06825,0.02691,2.23991,5.08124,1.55315,1.06386e-05,1.06386e-05,1.06386e-05
100,831.956,2.05766,3.46834,1.78314,0.26221,0.10601,0.06792,0.02711,2.24765,5.14351,1.55479,7.1043e-06,7.1043e-06,7.1043e-06
