epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.8678,3.78345,8.6739,4.37119,0,0,0,0,3.4808,5.86046,4.15877,8.335e-05,8.335e-05,8.335e-05
2,38.9413,3.80465,6.76191,4.30636,0,0,0,0,3.48107,5.86071,4.15899,9.26019e-05,9.26019e-05,9.26019e-05
