epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.3371,4.32056,9.44418,4.25502,0.00054,0.05,0.00035,0.0001,3.45507,6.65497,4.15906,8.335e-05,8.335e-05,8.335e-05
2,35.6024,4.37341,8.73999,4.26615,0.00053,0.05,0.0005,0.00012,3.4543,6.65535,4.15937,9.26019e-05,9.26019e-05,9.26019e-05
