epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.379,4.22714,11.5169,4.23508,0.00054,0.05,0.00065,0.00013,3.45449,6.6492,4.15922,8.335e-05,8.335e-05,8.335e-05
2,58.9147,4.40977,9.21102,4.33579,0.00056,0.05,0.00073,0.00014,3.45112,6.64712,4.15961,9.26019e-05,9.26019e-05,9.26019e-05
