epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,251.23,2.39595,4.71119,1.7194,0.43473,0.04426,0.0557,0.02406,2.30953,4.48111,1.89637,0.000219162,0.000219162,0.000219162
41,257.406,2.64392,4.52283,1.7831,0.42416,0.08624,0.0591,0.02738,2.19834,4.42854,1.84604,0.000215628,0.000215628,0.000215628
42,263.7,2.58321,4.71926,1.68229,0.561,0.07609,0.06155,0.03,2.15034,4.37679,1.83285,0.000212094,0.000212094,0.000212094
43,270.072,2.58708,4.42917,1.70678,0.43,0.10387,0.05741,0.02814,2.10328,4.30062,1.79799,0.000208559,0.000208559,0.000208559
44,276.171,2.39639,4.78704,1.61484,0.57231,0.08998,0.06071,0.03218,2.12827,4.21804,1.80057,0.000205025,0.000205025,0.000205025
45,282.563,2.55563,4.51471,1.7563,0.55874,0.08267,0.07573,0.03329,2.17542,4.20327,1.82044,0.000201491,0.000201491,0.000201491
46,288.903,2.31866,4.36378,1.69489,0.73379,0.05336,0.09372,0.03735,2.17418,4.17234,1.80141,0.000197957,0.000197957,0.000197957
47,295.076,2.31031,4.44711,1.72199,0.57327,0.08267,0.0909,0.04207,2.16172,4.13226,1.7888,0.000194422,0.000194422,0.000194422
48,301.45,2.39448,4.31268,1.67451,0.56419,0.10119,0.09493,0.04422,2.20173,4.07591,1.78309,0.000190888,0.000190888,0.000190888
49,307.76,2.4074,3.90844,1.71049,0.55975,0.11377,0.09476,0.04787,2.17215,4.06145,1.77752,0.000187354,0.000187354,0.000187354
50,313.889,2.45575,4.48731,1.6243,0.57099,0.09988,0.09528,0.04753,2.18567,4.04513,1.78015,0.000183819,0.000183819,0.000183819
51,320.326,2.39911,4.38302,1.57999,0.5569,0.09988,0.09175,0.04283,2.22531,4.03804,1.80048,0.000180285,0.000180285,0.000180285
52,326.671,2.37994,4.37485,1.66897,0.43075,0.11377,0.09589,0.04228,2.25015,4.01447,1.79836,0.000176751,0.000176751,0.000176751
53,333.356,2.34096,3.78493,1.69648,0.56127,0.07646,0.11201,0.04729,2.2206,3.98398,1.78523,0.000173216,0.000173216,0.000173216
54,340.458,2.46128,4.55237,1.68037,0.43421,0.09174,0.09443,0.0456,2.07368,3.95855,1.7237,0.000169682,0.000169682,0.000169682
55,346.636,2.36334,4.18522,1.71699,0.45799,0.10467,0.09285,0.04473,2.01239,3.96535,1.71769,0.000166148,0.000166148,0.000166148
56,352.842,2.33035,4.53681,1.62488,0.46043,0.101,0.0901,0.04501,1.99827,3.9876,1.73641,0.000162613,0.000162613,0.000162613
57,359.158,2.44071,4.11915,1.62097,0.4661,0.09099,0.09426,0.04757,2.02411,3.97716,1.75147,0.000159079,0.000159079,0.000159079
58,365.446,2.34364,4.25578,1.61674,0.47004,0.10928,0.10277,0.0509,2.07308,3.93387,1.74548,0.000155545,0.000155545,0.000155545
59,371.634,2.45263,4.08883,1.69479,0.47508,0.12223,0.11217,0.05406,2.11041,3.87654,1.74826,0.000152011,0.000152011,0.000152011
60,378.07,2.53499,4.6121,1.74099,0.46956,0.11603,0.11016,0.05123,2.1174,3.86638,1.73352,0.000148476,0.000148476,0.000148476
61,384.327,2.41143,4.02842,1.63344,0.47835,0.13641,0.11963,0.05697,2.08236,3.86624,1.71966,0.000144942,0.000144942,0.000144942
62,390.444,2.26837,3.96105,1.60079,0.47725,0.14454,0.12144,0.06098,2.04555,3.85188,1.70042,0.000141408,0.000141408,0.000141408
63,396.807,2.37522,3.99169,1.60215,0.60878,0.14633,0.12237,0.06021,2.03871,3.86256,1.69656,0.000137873,0.000137873,0.000137873
64,403.243,2.28608,4.1572,1.59255,0.62079,0.14633,0.12958,0.06072,2.05815,3.85577,1.70622,0.000134339,0.000134339,0.000134339
65,409.381,2.30805,5.15789,1.54734,0.62356,0.13975,0.14106,0.06653,2.08898,3.85019,1.7177,0.000130805,0.000130805,0.000130805
66,415.788,2.34562,3.99123,1.55425,0.6114,0.13244,0.13583,0.06336,2.10979,3.80795,1.71383,0.000127271,0.000127271,0.000127271
67,422.008,2.49371,4.35758,1.64307,0.61031,0.12436,0.13135,0.05706,2.13418,3.79895,1.71481,0.000123736,0.000123736,0.000123736
68,428.216,2.2234,4.19596,1.58658,0.60944,0.12795,0.12523,0.05679,2.14882,3.78578,1.71574,0.000120202,0.000120202,0.000120202
69,434.792,2.35734,4.00325,1.64043,0.45144,0.10945,0.12955,0.05924,2.15532,3.77063,1.71487,0.000116668,0.000116668,0.000116668
70,441.2,2.26515,4.24574,1.70386,0.48243,0.12334,0.13012,0.06425,2.08225,3.77317,1.67874,0.000113133,0.000113133,0.000113133
71,447.333,2.37357,4.24127,1.6451,0.4944,0.1528,0.13891,0.07022,2.04066,3.74673,1.6464,0.000109599,0.000109599,0.000109599
72,453.707,2.36861,3.97362,1.64459,0.50316,0.16222,0.14103,0.0713,2.00521,3.75301,1.63675,0.000106065,0.000106065,0.000106065
73,459.93,2.2743,4.34683,1.54776,0.65866,0.1577,0.14306,0.06939,1.99137,3.76362,1.62122,0.00010253,0.00010253,0.00010253
74,466.482,2.28692,4.26556,1.58016,0.51934,0.1577,0.14023,0.07034,1.9975,3.76318,1.62393,9.89961e-05,9.89961e-05,9.89961e-05
75,473.833,2.293,4.10752,1.57558,0.51783,0.15288,0.14394,0.06995,2.01139,3.77161,1.64455,9.54618e-05,9.54618e-05,9.54618e-05
76,481.296,2.3076,4.25963,1.41988,0.52619,0.16606,0.14027,0.06879,2.00092,3.77284,1.64567,9.19275e-05,9.19275e-05,9.19275e-05
77,487.507,2.28868,4.39443,1.56991,0.50723,0.1577,0.14102,0.06982,1.99883,3.75847,1.6463,8.83932e-05,8.83932e-05,8.83932e-05
78,493.788,2.43695,4.22609,1.64919,0.52529,0.16618,0.14422,0.07058,1.98478,3.75046,1.64195,8.48589e-05,8.48589e-05,8.48589e-05
79,499.916,2.38982,3.97019,1.66633,0.50522,0.14007,0.13488,0.06625,2.01473,3.7594,1.66012,8.13246e-05,8.13246e-05,8.13246e-05
80,506.284,2.18706,4.13094,1.48007,0.50312,0.15264,0.1301,0.06242,2.00096,3.76238,1.65004,7.77903e-05,7.77903e-05,7.77903e-05
81,512.56,2.35578,4.24609,1.53974,0.49502,0.14128,0.12914,0.06048,2.01483,3.76149,1.6543,7.4256e-05,7.4256e-05,7.4256e-05
82,518.749,2.33307,4.35246,1.62797,0.49036,0.1347,0.13661,0.06655,2.02853,3.76097,1.65309,7.07217e-05,7.07217e-05,7.07217e-05
83,524.871,2.35536,3.86373,1.68725,0.48212,0.12812,0.1402,0.0672,2.06379,3.75934,1.66901,6.71874e-05,6.71874e-05,6.71874e-05
84,531.176,2.32566,3.92203,1.58861,0.47827,0.12812,0.14676,0.07154,2.08577,3.76421,1.67522,6.36531e-05,6.36531e-05,6.36531e-05
85,538.277,2.25534,3.89731,1.55049,0.46681,0.13392,0.16266,0.07994,2.09076,3.7379,1.6818,6.01188e-05,6.01188e-05,6.01188e-05
86,544.845,2.28023,3.90103,1.52039,0.47918,0.13039,0.14614,0.07056,2.08358,3.76647,1.67164,5.65845e-05,5.65845e-05,5.65845e-05
87,551.081,2.25893,4.44033,1.48384,0.46526,0.1249,0.14152,0.06431,2.1049,3.76291,1.67112,5.30502e-05,5.30502e-05,5.30502e-05
88,557.157,2.20813,3.98324,1.63677,0.46612,0.13218,0.13682,0.06081,2.10955,3.76252,1.67553,4.95159e-05,4.95159e-05,4.95159e-05
89,563.404,2.33448,4.09869,1.58942,0.47008,0.13218,0.13212,0.06198,2.06605,3.761,1.6532,4.59816e-05,4.59816e-05,4.59816e-05
90,569.796,2.20618,3.75094,1.65688,0.47504,0.13116,0.13209,0.06228,2.04363,3.75488,1.64242,4.24473e-05,4.24473e-05,4.24473e-05
91,575.917,2.33728,4.79489,1.78599,0.48548,0.17969,0.15795,0.07161,2.07024,3.75144,1.6755,3.8913e-05,3.8913e-05,3.8913e-05
92,582.051,2.18774,4.23801,1.74525,0.47168,0.19763,0.1546,0.06764,2.05615,3.73126,1.64798,3.53787e-05,3.53787e-05,3.53787e-05
93,588.201,2.21238,4.4937,1.6923,0.47963,0.19763,0.16437,0.07154,2.06279,3.7222,1.64568,3.18444e-05,3.18444e-05,3.18444e-05
94,594.342,2.24122,4.6726,1.61397,0.47791,0.209,0.15791,0.07038,2.06314,3.70737,1.63626,2.83101e-05,2.83101e-05,2.83101e-05
95,600.596,2.26297,4.46008,1.70692,0.47842,0.2082,0.15031,0.06389,2.08517,3.72043,1.64275,2.47758e-05,2.47758e-05,2.47758e-05
96,607.151,2.21711,4.11767,1.61421,0.47073,0.20242,0.14302,0.06388,2.08893,3.7218,1.6404,2.12415e-05,2.12415e-05,2.12415e-05
97,613.326,2.21983,4.22369,1.69214,0.46704,0.20242,0.14796,0.0673,2.07382,3.70504,1.6296,1.77072e-05,1.77072e-05,1.77072e-05
98,619.43,2.11643,4.10515,1.66414,0.47579,0.20242,0.14383,0.06363,2.08708,3.71362,1.63994,1.41729e-05,1.41729e-05,1.41729e-05
99,625.925,2.26176,4.35252,1.73962,0.48856,0.17969,0.14851,0.0646,2.07482,3.71434,1.63533,1.06386e-05,1.06386e-05,1.06386e-05
100,631.994,2.2103,4.20509,1.64434,0.48728,0.16982,0.14108,0.06089,2.08111,3.72457,1.6523,7.1043e-06,7.1043e-06,7.1043e-06
