epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.1109,3.70228,9.08828,4.45188,0,0,0,0,3.48145,5.85811,4.15858,8.335e-05,8.335e-05,8.335e-05
2,55.7247,3.67114,6.84948,4.33904,0,0,0,0,3.48237,5.85808,4.15844,9.26019e-05,9.26019e-05,9.26019e-05
