epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,100.429,5.70809,15.2468,3.6309,0,0,0,0,5.66275,10.6858,3.8677,0.000303986,0.000303986,0.000303986
17,106.483,5.69315,16.3781,3.57001,0,0,0,0,5.43454,10.5249,3.81061,0.000300451,0.000300451,0.000300451
18,112.538,5.67865,16.6522,3.7545,0,0,0,0,5.12117,10.2711,3.76247,0.000296917,0.000296917,0.000296917
19,118.904,4.57197,19.4752,2.91127,0,0,0,0,4.80066,9.8364,3.69047,0.000293383,0.000293383,0.000293383
20,124.965,4.92223,14.5497,3.47985,0,0,0,0,4.656,9.82018,3.72678,0.000289848,0.000289848,0.000289848
21,131.156,4.58489,11.2282,3.5377,0,0,0,0,4.56555,10.1209,3.64862,0.000286314,0.000286314,0.000286314
22,137.272,4.28588,15.5304,2.94419,0,0,0,0,4.21194,10.0988,3.55585,0.00028278,0.00028278,0.00028278
23,143.29,4.83642,11.7544,3.3787,0.00338,0.00658,0.00184,0.00018,4.07805,9.28375,3.42366,0.000279245,0.000279245,0.000279245
24,149.438,4.57773,15.2758,3.10193,0.00403,0.00658,0.00878,0.00088,3.73234,9.01647,3.29919,0.000275711,0.000275711,0.000275711
25,155.451,4.51615,10.447,3.20115,0.00391,0.00658,0.00528,0.00053,3.55945,8.77732,3.2023,0.000272177,0.000272177,0.000272177
26,161.489,4.14122,10.9706,3.22798,0.00658,0.01316,0.00794,0.00079,3.44227,8.55723,3.08439,0.000268642,0.000268642,0.000268642
27,167.688,4.24864,12.6913,3.04677,0.0102,0.02632,0.01786,0.00317,3.41738,8.21456,3.01108,0.000265108,0.000265108,0.000265108
28,173.777,4.56131,11.4386,3.04603,0.00694,0.03289,0.0112,0.00215,3.38316,8.0559,2.98228,0.000261574,0.000261574,0.000261574
29,179.769,3.86337,10.9197,3.00677,0.0059,0.03289,0.0077,0.00173,3.31994,8.23133,2.945,0.00025804,0.00025804,0.00025804
30,186.077,3.75523,9.48912,2.85473,0.00615,0.03947,0.00683,0.00168,3.26649,8.32885,2.91662,0.000254505,0.000254505,0.000254505
31,192.574,4.00583,8.59199,2.86958,0.0042,0.02632,0.00455,0.0013,3.14181,8.46859,2.88398,0.000250971,0.000250971,0.000250971
32,198.685,3.96113,11.1727,2.75731,0.00801,0.06579,0.00882,0.0025,3.11544,8.27424,2.8441,0.000247437,0.000247437,0.000247437
33,204.954,3.78372,8.8111,2.81631,0.00694,0.07237,0.01009,0.00306,3.03732,8.00123,2.80954,0.000243902,0.000243902,0.000243902
34,211.277,3.74219,8.78246,2.91118,0.00556,0.07895,0.00988,0.00309,3.08639,7.62916,2.79678,0.000240368,0.000240368,0.000240368
35,217.39,3.52302,8.11313,2.7947,0.88839,0.03947,0.00994,0.00289,3.18511,7.14893,2.83083,0.000236834,0.000236834,0.000236834
36,223.755,3.43648,8.46029,2.62412,0.76673,0.01974,0.0136,0.00416,3.202,6.797,2.79481,0.000233299,0.000233299,0.000233299
37,229.954,3.32781,8.28628,2.63606,0.64339,0.03289,0.01401,0.00495,3.1111,6.75985,2.7677,0.000229765,0.000229765,0.000229765
38,236.126,3.45088,9.36266,2.53892,0.65054,0.05263,0.01952,0.00694,3.12191,6.62055,2.74247,0.000226231,0.000226231,0.000226231
39,242.461,3.55151,7.58905,2.55427,0.53239,0.05263,0.02362,0.00782,3.0859,6.56968,2.73815,0.000222697,0.000222697,0.000222697
40,248.688,3.26735,8.60298,2.43104,0.53736,0.04492,0.02706,0.00824,3.11061,6.49146,2.73243,0.000219162,0.000219162,0.000219162
41,254.836,3.28628,7.6051,2.52134,0.54903,0.04605,0.02687,0.00779,3.12157,6.59582,2.72399,0.000215628,0.000215628,0.000215628
42,261.151,3.35498,7.64471,2.44364,0.40525,0.03947,0.02146,0.00536,3.17941,6.57324,2.73318,0.000212094,0.000212094,0.000212094
43,267.297,3.40723,7.58852,2.4418,0.403,0.03289,0.02049,0.00481,3.2146,6.63851,2.72684,0.000208559,0.000208559,0.000208559
44,273.522,3.44664,7.83958,2.38154,0.28165,0.04605,0.02113,0.00455,3.18463,6.6583,2.70181,0.000205025,0.000205025,0.000205025
45,279.658,3.43559,7.91621,2.5268,0.28116,0.03947,0.027,0.00562,3.11854,6.56504,2.65398,0.000201491,0.000201491,0.000201491
46,286.476,3.11722,7.0383,2.384,0.40104,0.03947,0.02319,0.00595,3.04498,6.43398,2.59813,0.000197957,0.000197957,0.000197957
47,292.714,3.17077,6.8387,2.3792,0.28556,0.03947,0.02943,0.0073,2.96473,6.36648,2.53931,0.000194422,0.000194422,0.000194422
48,298.963,3.16856,7.01085,2.31838,0.29453,0.03278,0.0287,0.00743,2.88669,6.32713,2.5179,0.000190888,0.000190888,0.000190888
49,305.168,3.04118,6.22546,2.34862,0.29262,0.04605,0.03338,0.00827,2.86321,6.1565,2.48993,0.000187354,0.000187354,0.000187354
50,311.263,3.27042,7.31377,2.25093,0.28076,0.03947,0.03078,0.00884,2.80483,6.13998,2.46632,0.000183819,0.000183819,0.000183819
51,317.618,2.93484,7.47609,2.14116,0.28228,0.03289,0.02567,0.00686,2.81968,6.15346,2.47197,0.000180285,0.000180285,0.000180285
52,323.837,3.05002,7.40468,2.32145,0.27903,0.03289,0.02053,0.00523,2.83524,6.07012,2.49409,0.000176751,0.000176751,0.000176751
53,330.057,2.89129,5.69963,2.33648,0.27801,0.02632,0.01687,0.00419,2.83093,6.12641,2.50492,0.000173216,0.000173216,0.000173216
54,336.388,3.09142,7.43118,2.32361,0.28822,0.03289,0.02328,0.00715,2.68094,6.13763,2.44523,0.000169682,0.000169682,0.000169682
55,343.529,2.87218,6.1621,2.32239,0.1757,0.04605,0.0359,0.01049,2.64579,6.06666,2.44306,0.000166148,0.000166148,0.000166148
56,349.748,2.85872,7.01928,2.1714,0.18265,0.04511,0.04116,0.01427,2.55812,6.12169,2.42714,0.000162613,0.000162613,0.000162613
57,356.134,2.92097,6.16793,2.13738,0.1876,0.02632,0.03822,0.01463,2.54242,6.16226,2.43103,0.000159079,0.000159079,0.000159079
58,363.006,2.95565,6.6939,2.08798,0.17397,0.01974,0.03113,0.01282,2.61284,6.05568,2.40994,0.000155545,0.000155545,0.000155545
59,369.043,2.8594,5.92311,2.17032,0.1934,0.0319,0.03367,0.01475,2.68887,5.95142,2.39426,0.000152011,0.000152011,0.000152011
60,375.308,2.94062,7.02624,2.16956,0.18555,0.03947,0.03169,0.01123,2.69332,6.02703,2.3612,0.000148476,0.000148476,0.000148476
61,381.545,2.9115,5.81522,2.06402,0.17317,0.03947,0.03229,0.01091,2.72319,5.90238,2.32576,0.000144942,0.000144942,0.000144942
62,387.616,2.71296,5.76049,2.05237,0.17698,0.03947,0.0375,0.012,2.72335,5.76936,2.32202,0.000141408,0.000141408,0.000141408
63,393.814,2.75751,5.82812,1.96778,0.18047,0.03947,0.04386,0.01363,2.71453,5.67593,2.33087,0.000137873,0.000137873,0.000137873
64,400.512,2.84576,6.24633,2.09017,0.18474,0.03289,0.0415,0.0117,2.75024,5.60844,2.32356,0.000134339,0.000134339,0.000134339
65,406.43,2.7417,8.02491,2.00842,0.17863,0.04456,0.04548,0.01324,2.73429,5.56699,2.31103,0.000130805,0.000130805,0.000130805
66,412.691,2.86724,7.22011,2.01274,0.15602,0.03947,0.04525,0.01367,2.7336,5.43683,2.30493,0.000127271,0.000127271,0.000127271
67,419.36,2.99117,6.35035,2.05651,0.15721,0.03947,0.03958,0.01254,2.74438,5.4095,2.28574,0.000123736,0.000123736,0.000123736
68,425.436,2.61623,6.06839,1.99177,0.15951,0.03947,0.03659,0.01241,2.72526,5.37579,2.26413,0.000120202,0.000120202,0.000120202
69,431.74,2.75389,5.68305,2.08668,0.16071,0.03947,0.03489,0.01124,2.72563,5.38727,2.25441,0.000116668,0.000116668,0.000116668
70,437.916,2.66347,5.99355,2.15398,0.0332,0.03289,0.02929,0.0094,2.67138,5.35081,2.24098,0.000113133,0.000113133,0.000113133
71,443.923,2.82543,6.2275,2.0497,0.03315,0.03289,0.03027,0.00935,2.64982,5.33585,2.23457,0.000109599,0.000109599,0.000109599
72,450.16,2.80147,5.7632,2.04446,0.0365,0.03289,0.03314,0.00961,2.59974,5.29214,2.23332,0.000106065,0.000106065,0.000106065
73,456.297,2.75956,6.45068,1.95175,0.06941,0.05336,0.03427,0.01041,2.57235,5.26841,2.22364,0.00010253,0.00010253,0.00010253
74,462.343,2.71739,6.34739,1.98631,0.05676,0.05227,0.03659,0.01079,2.55062,5.26943,2.22059,9.89961e-05,9.89961e-05,9.89961e-05
75,468.644,2.61308,5.8163,1.9722,0.05167,0.04678,0.03637,0.01099,2.56973,5.33135,2.22037,9.54618e-05,9.54618e-05,9.54618e-05
76,474.764,2.79716,7.09984,1.79086,0.05318,0.04678,0.03383,0.01126,2.53889,5.23,2.21674,9.19275e-05,9.19275e-05,9.19275e-05
77,480.839,2.61428,6.18754,1.93983,0.04935,0.0402,0.03167,0.01029,2.57529,5.26562,2.22682,8.83932e-05,8.83932e-05,8.83932e-05
78,487.163,2.77519,5.85314,2.07436,0.05058,0.0402,0.03116,0.01068,2.5827,5.27767,2.21626,8.48589e-05,8.48589e-05,8.48589e-05
79,493.399,2.83773,6.43549,2.05686,0.05246,0.04525,0.03073,0.00929,2.60068,5.28364,2.21827,8.13246e-05,8.13246e-05,8.13246e-05
80,499.743,2.59589,6.06431,1.90861,0.05101,0.05336,0.02961,0.00866,2.60924,5.31278,2.21494,7.77903e-05,7.77903e-05,7.77903e-05
81,506.143,2.70077,6.29607,1.95668,0.04982,0.05336,0.02985,0.00868,2.61759,5.30194,2.22141,7.4256e-05,7.4256e-05,7.4256e-05
82,512.313,2.70188,6.36913,2.03729,0.04716,0.04678,0.02963,0.00856,2.62538,5.32571,2.22254,7.07217e-05,7.07217e-05,7.07217e-05
83,518.406,2.70899,5.78643,2.06417,0.04896,0.04678,0.02966,0.00845,2.61249,5.31275,2.21193,6.71874e-05,6.71874e-05,6.71874e-05
84,524.724,2.65421,5.4635,1.94847,0.04784,0.0402,0.03066,0.00936,2.57869,5.25395,2.20997,6.36531e-05,6.36531e-05,6.36531e-05
85,531.023,2.61985,5.70311,1.94176,0.05447,0.0402,0.03773,0.01104,2.54086,5.18806,2.21833,6.01188e-05,6.01188e-05,6.01188e-05
86,537.187,2.72526,5.4947,1.88796,0.05873,0.04678,0.03524,0.01271,2.49608,5.12964,2.2045,5.65845e-05,5.65845e-05,5.65845e-05
87,543.399,2.66756,6.62598,1.8191,0.05066,0.04678,0.03531,0.01231,2.49263,5.08959,2.19902,5.30502e-05,5.30502e-05,5.30502e-05
88,549.54,2.55234,5.40323,1.98066,0.05111,0.04678,0.03431,0.01195,2.49362,5.0608,2.18684,4.95159e-05,4.95159e-05,4.95159e-05
89,555.608,2.67495,6.05041,1.91623,0.04901,0.04678,0.03695,0.01318,2.49187,5.06123,2.18092,4.59816e-05,4.59816e-05,4.59816e-05
90,561.854,2.60174,5.25104,2.04374,0.04384,0.05301,0.05063,0.01734,2.50015,5.03655,2.16516,4.24473e-05,4.24473e-05,4.24473e-05
91,568.05,2.68538,6.71164,2.14783,0.04887,0.05994,0.04596,0.01565,2.56567,5.0563,2.17348,3.8913e-05,3.8913e-05,3.8913e-05
92,574.158,2.4779,5.74067,2.06597,0.06016,0.07383,0.0466,0.01519,2.60372,5.05387,2.20333,3.53787e-05,3.53787e-05,3.53787e-05
93,580.367,2.56449,6.24219,2.09984,0.05692,0.07383,0.04338,0.01244,2.65438,5.08116,2.22815,3.18444e-05,3.18444e-05,3.18444e-05
94,586.403,2.59882,6.55596,1.95405,0.15714,0.04678,0.029,0.00922,2.66568,5.13824,2.24032,2.83101e-05,2.83101e-05,2.83101e-05
95,592.545,2.62371,6.29029,2.07459,0.15011,0.03363,0.02545,0.00885,2.64133,5.17868,2.22983,2.47758e-05,2.47758e-05,2.47758e-05
96,598.798,2.63221,6.03201,2.0052,0.14615,0.03363,0.02516,0.00806,2.62198,5.19308,2.21695,2.12415e-05,2.12415e-05,2.12415e-05
97,604.887,2.63101,6.3865,2.07698,0.1469,0.03363,0.02485,0.00803,2.61451,5.18695,2.20873,1.77072e-05,1.77072e-05,1.77072e-05
98,610.949,2.51883,6.07849,2.03222,0.1531,0.03363,0.02559,0.00839,2.60341,5.18736,2.21665,1.41729e-05,1.41729e-05,1.41729e-05
99,617.242,2.62262,6.13008,2.11989,0.15275,0.0402,0.02746,0.00847,2.58712,5.17629,2.20255,1.06386e-05,1.06386e-05,1.06386e-05
100,623.33,2.57511,6.29333,2.05694,0.15422,0.04678,0.02821,0.00838,2.6131,5.15304,2.20695,7.1043e-06,7.1043e-06,7.1043e-06
